-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1981 through 05/14/2026 in LST
Location: latitude  23.8103   longitude 90.4125 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 10.06 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS2M
1986,4,24,30.33,37.36,23.17,54.13,0.0,3.16
1986,4,25,29.32,36.5,24.44,65.43,23.88,2.86
1986,4,26,28.28,33.32,24.22,73.25,24.71,3.54
1986,4,27,28.9,35.51,24.0,68.38,3.7,3.19
1986,4,28,28.21,33.58,23.43,70.31,7.81,2.98
1986,4,29,28.06,33.11,23.46,68.09,1.39,2.44
1986,4,30,28.93,34.53,23.41,63.46,3.59,2.4
1986,5,1,29.05,34.62,23.73,67.14,6.3,2.43
1986,5,2,29.56,35.13,24.09,63.36,2.51,1.97
1986,5,3,30.66,37.24,24.82,63.62,2.78,3.17
1986,5,4,30.31,35.98,25.44,66.08,0.42,3.4
1986,5,5,30.32,37.02,24.42,63.89,1.56,3.23
1986,5,6,29.6,35.37,25.08,67.4,1.43,2.7
1986,5,7,25.8,28.08,23.31,79.72,11.25,1.74
1986,5,8,27.85,33.91,21.75,62.3,2.86,1.62
1986,5,9,30.11,35.91,23.64,57.16,0.13,0.92
1986,5,10,31.71,37.54,25.24,48.85,0.0,0.84
1986,5,11,31.66,38.13,26.25,51.93,0.0,2.86
1986,5,12,31.11,37.64,24.48,56.98,0.81,2.38
1986,5,13,30.6,36.38,25.22,60.64,5.08,2.23
1986,5,14,30.37,36.03,24.92,61.74,0.57,2.63
1986,5,15,30.69,36.28,26.07,60.75,0.43,3.33
1986,5,16,30.3,35.76,24.93,63.1,0.55,2.02
1986,5,17,30.01,34.91,25.36,63.27,1.52,2.92
1986,5,18,29.73,34.44,25.11,69.11,4.02,2.39
1986,5,19,30.78,36.44,25.97,63.1,3.62,2.47
1986,5,20,31.52,37.62,25.85,60.96,1.01,2.73
1986,5,21,31.78,38.17,26.01,60.98,0.17,1.94
1986,5,22,32.22,38.32,26.38,55.1,0.74,1.78
1986,5,23,32.38,40.6,25.8,37.6,0.31,2.11
1986,5,24,31.35,41.2,21.47,29.3,0.0,1.84
1986,5,25,32.46,40.93,22.36,35.14,0.0,2.1
1986,5,26,32.15,39.28,25.36,52.93,4.7,3.01
1986,5,27,31.26,37.86,25.59,56.67,5.5,2.71
1986,5,28,30.64,36.83,24.73,57.6,3.22,1.86
1986,5,29,32.27,39.02,25.5,50.75,0.19,1.95
1986,5,30,32.58,39.06,26.14,50.03,0.0,2.78
1986,5,31,32.99,39.13,26.7,51.62,0.0,2.5
1986,6,1,33.37,39.85,27.72,50.27,0.02,2.8
1986,6,2,32.29,37.2,27.68,57.11,0.12,2.88
1986,6,3,33.64,41.13,26.57,51.87,0.0,2.56
1986,6,4,33.93,40.53,27.68,51.68,1.53,3.25
1986,6,5,34.65,41.73,28.18,48.24,0.0,2.94
1986,6,6,34.17,41.25,27.82,54.0,0.0,3.77
1986,6,7,33.56,39.37,28.5,55.2,0.0,3.53
1986,6,8,34.21,40.87,28.1,52.43,0.1,3.44
1986,6,9,34.03,40.78,28.14,51.46,0.0,4.03
1986,6,10,34.1,40.92,28.34,52.8,0.22,4.45
1986,6,11,33.71,40.01,28.18,53.55,2.06,3.72
1986,6,12,33.19,39.41,27.25,55.74,4.74,3.15
1986,6,13,31.45,34.71,27.77,55.17,0.47,1.66
1986,6,14,31.71,36.65,27.43,63.15,8.53,3.2
1986,6,15,30.58,35.1,27.56,70.6,8.81,3.36
1986,6,16,29.64,33.78,26.8,75.1,5.33,3.59
1986,6,17,30.5,34.13,26.57,68.93,0.73,3.22
1986,6,18,30.82,35.02,27.23,70.57,1.5,3.39
1986,6,19,30.45,34.17,27.28,71.86,2.05,2.6
1986,6,20,30.85,34.73,27.43,71.61,3.57,3.81
1986,6,21,30.11,33.12,27.41,73.98,4.93,4.37
1986,6,22,30.47,36.28,26.56,75.63,5.16,3.25
1986,6,23,31.45,37.07,26.66,68.88,2.44,3.68
1986,6,24,31.01,36.91,27.71,73.65,2.66,3.8
1986,6,25,30.3,34.79,27.07,75.74,2.48,4.74
1986,6,26,30.14,35.18,27.21,76.37,4.07,5.01
1986,6,27,30.5,35.38,26.91,73.85,9.49,5.08
1986,6,28,29.42,33.23,26.86,77.65,17.72,4.89
1986,6,29,29.2,32.96,26.66,76.29,2.04,5.81
1986,6,30,28.27,31.62,25.81,80.22,33.22,5.77
1986,7,1,29.11,33.61,25.98,78.96,22.08,4.25
1986,7,2,29.4,33.48,25.69,78.87,24.69,3.21
1986,7,3,30.65,35.93,26.0,74.94,1.34,3.19
1986,7,4,30.13,34.06,26.83,78.93,0.85,3.59
1986,7,5,29.28,32.05,27.45,84.05,5.92,2.42
1986,7,6,28.33,30.15,26.66,82.24,17.44,2.32
1986,7,7,27.4,29.59,25.83,88.64,14.25,3.19
1986,7,8,28.8,33.07,25.46,80.09,2.49,3.48
1986,7,9,29.04,32.93,25.69,80.08,1.72,3.39
1986,7,10,29.79,34.68,25.96,79.41,2.54,3.67
1986,7,11,29.83,34.43,26.32,78.51,2.97,2.88
1986,7,12,29.48,34.68,26.26,79.99,3.42,3.47
1986,7,13,29.68,34.51,25.89,77.39,1.06,3.86
1986,7,14,29.54,34.31,26.2,77.65,1.51,3.73
1986,7,15,29.76,34.81,25.68,76.54,1.63,3.6
1986,7,16,30.4,35.68,26.02,73.86,0.12,3.44
1986,7,17,30.39,35.39,26.09,74.09,0.19,3.21
1986,7,18,30.19,34.82,26.68,75.63,0.68,3.27
1986,7,19,29.91,34.98,26.47,75.25,0.14,4.18
1986,7,20,29.35,33.15,26.0,77.11,0.26,3.88
1986,7,21,29.33,35.24,26.11,77.27,3.84,3.9
1986,7,22,28.4,31.72,26.38,84.13,6.35,5.11
1986,7,23,27.74,31.06,25.6,86.9,24.63,3.84
1986,7,24,27.95,31.6,25.39,86.07,16.42,3.45
1986,7,25,27.35,29.57,25.9,88.02,8.6,3.32
1986,7,26,27.29,29.82,25.47,87.71,24.98,2.15
1986,7,27,26.66,28.7,25.23,91.13,38.96,1.93
1986,7,28,26.46,28.29,25.06,90.06,20.34,3.35
1986,7,29,27.59,31.68,24.21,83.47,10.73,2.68
1986,7,30,27.56,31.45,24.66,85.08,1.76,3.18
1986,7,31,27.73,31.59,24.36,84.87,2.4,2.62
1986,8,1,28.18,32.06,24.57,82.99,0.47,2.57
1986,8,2,28.58,32.45,25.15,81.7,1.42,2.5
1986,8,3,29.0,32.26,25.63,79.49,4.65,1.41
1986,8,4,29.88,33.84,25.89,77.06,3.35,1.24
1986,8,5,28.2,31.67,25.91,85.74,8.79,1.94
1986,8,6,27.54,30.56,25.43,86.03,10.99,2.47
1986,8,7,28.5,32.55,25.45,84.34,5.82,2.54
1986,8,8,29.36,33.7,25.53,79.4,0.23,1.6
1986,8,9,29.66,33.84,26.08,79.23,0.81,1.36
1986,8,10,30.19,34.48,26.4,77.97,7.27,1.11
1986,8,11,30.17,34.49,26.52,79.58,2.2,2.0
1986,8,12,28.45,31.34,26.46,85.55,2.36,3.02
1986,8,13,28.02,31.88,25.72,87.46,5.29,3.38
1986,8,14,27.9,31.39,25.57,86.0,4.41,3.35
1986,8,15,28.67,32.92,24.99,82.76,3.97,2.88
1986,8,16,29.08,33.35,25.78,82.41,1.57,2.86
1986,8,17,29.05,33.22,26.09,81.8,1.29,2.9
1986,8,18,29.4,34.55,25.28,79.36,1.6,2.8
1986,8,19,27.77,30.26,26.17,84.38,0.32,2.61
1986,8,20,28.29,32.15,25.81,84.87,1.55,3.05
1986,8,21,28.58,32.91,25.49,82.62,5.33,3.06
1986,8,22,28.73,32.91,25.6,83.38,12.84,3.97
1986,8,23,29.12,33.32,26.04,81.99,8.87,3.58
1986,8,24,29.2,33.62,25.73,81.67,6.88,3.36
1986,8,25,29.23,33.26,26.11,83.04,8.46,3.07
1986,8,26,28.87,32.33,26.13,85.77,27.93,2.26
1986,8,27,29.46,33.23,26.32,82.39,9.14,1.6
1986,8,28,29.9,33.9,25.72,76.02,1.71,1.31
1986,8,29,28.41,31.34,26.12,84.14,2.41,2.02
1986,8,30,29.3,33.51,25.65,78.91,0.9,2.03
1986,8,31,28.13,30.99,26.06,85.39,1.39,2.28
1986,9,1,28.53,32.29,25.73,82.84,8.76,2.07
1986,9,2,28.72,32.48,25.58,83.25,12.96,2.36
1986,9,3,29.39,33.43,25.95,81.03,2.59,2.07
1986,9,4,28.67,31.52,26.21,82.26,6.33,1.14
1986,9,5,29.57,33.44,25.53,75.02,9.98,0.57
1986,9,6,28.29,30.31,26.19,82.4,0.21,0.94
1986,9,7,28.47,31.28,26.07,85.79,0.83,1.14
1986,9,8,27.09,28.94,25.82,91.92,19.45,1.47
1986,9,9,27.38,30.57,25.17,87.43,20.34,2.33
1986,9,10,26.74,29.42,25.12,93.5,41.38,2.46
1986,9,11,26.93,30.2,24.56,91.03,19.01,2.83
1986,9,12,26.92,29.99,24.81,90.69,9.78,2.47
1986,9,13,27.28,30.97,24.8,88.43,2.47,3.08
1986,9,14,27.46,31.03,24.57,86.89,1.94,2.59
1986,9,15,27.51,31.41,24.39,85.48,1.66,2.46
1986,9,16,27.81,31.93,24.47,86.96,2.87,2.31
1986,9,17,27.76,31.29,25.08,88.13,10.02,2.71
1986,9,18,28.43,31.94,25.17,83.15,8.78,1.08
1986,9,19,28.5,31.5,25.42,82.42,8.86,1.0
1986,9,20,28.1,32.89,24.26,81.81,9.45,1.84
1986,9,21,27.17,30.99,24.21,86.85,8.83,2.16
1986,9,22,26.67,30.24,23.58,87.04,3.85,1.61
1986,9,23,27.11,30.56,23.56,83.54,10.84,1.36
1986,9,24,25.99,28.87,23.65,87.17,8.31,1.79
1986,9,25,24.94,27.35,23.11,90.59,2.42,2.4
1986,9,26,24.69,27.38,22.76,90.99,9.75,3.73
1986,9,27,24.45,26.15,22.98,93.63,32.34,3.32
1986,9,28,24.77,27.93,22.76,89.74,12.18,1.77
1986,9,29,24.51,27.16,22.46,91.63,35.68,1.53
1986,9,30,25.41,28.45,22.68,91.43,6.72,1.84
1986,10,1,25.42,28.31,23.42,90.47,14.24,1.94
1986,10,2,25.12,27.5,22.95,89.13,11.55,1.37
1986,10,3,25.72,28.75,23.23,88.01,14.78,1.29
1986,10,4,25.62,28.3,23.1,88.87,8.26,1.47
1986,10,5,25.63,28.08,23.66,90.0,0.19,1.07
1986,10,6,25.41,27.78,23.52,92.82,2.36,1.92
1986,10,7,25.66,27.92,24.24,94.03,35.78,2.27
1986,10,8,25.5,27.46,23.67,94.95,47.18,2.52
1986,10,9,25.81,28.39,23.32,87.16,34.09,1.28
1986,10,10,25.89,29.84,22.28,84.49,5.91,1.09
1986,10,11,25.92,29.69,22.64,87.09,1.53,1.45
1986,10,12,26.32,29.88,22.94,82.44,1.26,0.87
1986,10,13,26.21,30.27,22.85,83.21,1.31,1.08
1986,10,14,25.84,29.88,22.0,85.34,2.5,1.34
1986,10,15,25.74,29.77,22.13,86.9,5.83,1.56
1986,10,16,25.53,29.6,22.26,87.61,5.98,1.62
1986,10,17,26.13,30.44,21.55,79.54,10.78,0.87
1986,10,18,25.14,29.21,21.14,80.11,0.95,1.23
1986,10,19,24.38,29.61,19.65,81.0,0.15,1.39
1986,10,20,23.77,28.93,19.17,80.35,0.01,1.35
1986,10,21,23.23,28.39,18.43,82.91,0.0,1.33
1986,10,22,23.77,29.42,18.36,81.58,0.0,1.09
1986,10,23,23.89,29.05,19.11,81.47,0.0,1.33
1986,10,24,24.55,30.03,19.18,75.6,0.0,0.88
1986,10,25,24.03,29.03,19.86,76.39,0.0,1.07
1986,10,26,23.23,28.57,18.83,80.11,0.0,1.44
1986,10,27,22.9,29.2,17.65,81.84,0.0,1.46
1986,10,28,22.54,28.35,17.36,77.35,0.0,1.17
1986,10,29,22.54,28.37,17.38,76.68,0.0,1.19
1986,10,30,23.85,29.78,18.52,76.81,0.0,0.9
1986,10,31,24.83,30.13,19.78,79.38,0.0,0.87
1986,11,1,25.0,30.28,20.63,79.95,0.0,1.22
1986,11,2,24.03,28.88,20.24,79.83,0.0,1.28
1986,11,3,23.18,28.23,19.36,78.36,0.11,1.37
1986,11,4,23.38,28.45,19.28,79.72,0.02,1.2
1986,11,5,22.39,25.5,20.3,86.18,0.58,1.86
1986,11,6,23.44,27.15,20.51,86.31,8.95,0.98
1986,11,7,24.26,28.71,20.57,87.08,3.94,1.28
1986,11,8,24.49,29.22,20.26,82.2,0.01,1.34
1986,11,9,23.7,25.87,22.15,93.71,30.22,2.82
1986,11,10,23.06,27.16,19.68,84.1,14.73,1.99
1986,11,11,23.17,28.0,17.81,72.19,8.72,0.78
1986,11,12,22.22,27.29,17.52,74.84,3.14,1.01
1986,11,13,21.93,26.94,17.59,76.44,0.06,1.13
1986,11,14,21.7,27.05,16.75,78.25,0.0,1.04
1986,11,15,21.35,27.02,16.58,81.49,0.0,1.17
1986,11,16,21.38,27.26,16.69,74.32,0.0,0.91
1986,11,17,21.94,27.34,17.03,67.28,0.0,0.69
1986,11,18,21.57,27.74,15.74,71.7,0.0,1.07
1986,11,19,20.91,27.44,16.01,77.72,0.06,1.35
1986,11,20,20.59,26.83,15.61,80.97,0.0,1.23
1986,11,21,20.84,26.24,16.68,78.4,0.24,0.81
1986,11,22,21.18,26.7,16.36,75.27,0.05,0.85
1986,11,23,20.57,26.13,16.03,81.0,0.0,1.39
1986,11,24,20.59,26.5,15.36,77.01,0.0,1.13
1986,11,25,20.76,26.66,14.76,75.42,0.0,1.19
1986,11,26,20.75,27.12,15.21,74.25,0.0,1.04
1986,11,27,19.96,26.24,14.92,76.3,0.0,1.27
1986,11,28,19.97,26.48,15.61,74.82,0.0,1.07
1986,11,29,20.1,27.26,14.44,75.52,0.0,1.34
1986,11,30,20.09,27.15,15.36,76.46,0.0,1.22
1986,12,1,19.41,26.24,14.19,77.8,0.0,1.67
1986,12,2,18.95,25.72,13.2,79.99,0.0,1.39
1986,12,3,19.84,27.27,14.18,80.2,0.0,1.24
1986,12,4,20.42,27.82,13.78,74.28,0.0,1.04
1986,12,5,20.14,26.24,15.02,72.32,0.0,1.03
1986,12,6,19.9,26.44,14.53,68.05,0.0,0.92
1986,12,7,19.79,26.81,13.7,71.55,0.0,1.13
1986,12,8,20.1,26.45,14.72,70.31,0.0,0.7
1986,12,9,20.2,26.17,14.87,67.2,0.0,0.86
1986,12,10,20.29,26.37,13.78,67.26,0.0,0.77
1986,12,11,20.0,25.55,15.99,69.11,0.0,1.13
1986,12,12,21.14,26.38,15.92,67.3,0.0,0.77
1986,12,13,20.92,26.9,15.79,69.38,0.0,1.15
1986,12,14,18.7,24.98,14.54,77.6,0.57,1.66
1986,12,15,19.5,25.37,15.76,77.83,0.75,1.12
1986,12,16,18.45,25.04,12.61,73.26,0.0,1.74
1986,12,17,18.32,25.02,13.2,69.72,0.0,1.37
1986,12,18,18.63,26.01,12.56,69.0,0.0,1.46
1986,12,19,19.26,25.81,13.95,72.42,0.0,1.62
1986,12,20,19.0,25.45,14.11,74.75,0.05,1.92
1986,12,21,18.49,25.33,13.29,74.66,0.0,1.69
1986,12,22,16.27,23.03,10.69,66.43,0.0,1.74
1986,12,23,17.57,25.41,11.05,67.57,0.0,1.11
1986,12,24,17.71,25.65,11.33,67.34,0.0,1.44
1986,12,25,17.64,24.62,13.16,68.18,0.0,1.16
1986,12,26,18.43,26.44,11.91,66.49,0.0,1.39
1986,12,27,18.69,27.87,11.65,63.76,0.0,1.52
1986,12,28,17.39,22.89,13.81,68.79,0.0,1.19
1986,12,29,17.35,24.92,11.85,65.24,0.0,1.31
1986,12,30,17.09,24.51,11.13,64.31,1.43,1.26
1986,12,31,17.05,24.16,10.64,67.4,0.0,1.77
1987,1,1,15.25,22.74,9.24,62.54,0.0,1.69
1987,1,2,14.86,23.15,8.8,54.42,0.0,1.32
1987,1,3,14.89,22.9,9.2,53.91,0.0,1.3
1987,1,4,15.54,24.22,8.58,64.71,0.0,1.64
1987,1,5,16.62,25.06,9.72,62.26,0.0,1.17
1987,1,6,18.23,26.16,11.83,54.47,0.0,1.23
1987,1,7,18.57,26.58,10.58,57.58,0.0,1.35
1987,1,8,21.13,28.34,14.11,55.41,0.0,1.1
1987,1,9,21.46,28.07,15.93,57.84,0.34,0.83
1987,1,10,20.05,27.61,14.13,59.81,0.0,1.33
1987,1,11,20.26,28.81,12.62,58.92,0.0,1.53
1987,1,12,18.86,23.61,14.19,67.55,0.17,1.15
1987,1,13,19.73,26.85,14.05,64.31,0.03,1.41
1987,1,14,19.17,27.16,12.37,64.27,0.0,1.7
1987,1,15,19.9,26.8,15.11,60.83,0.0,1.55
1987,1,16,18.48,26.09,11.73,56.86,0.0,1.46
1987,1,17,18.51,26.2,12.03,56.65,0.0,1.1
1987,1,18,19.71,27.07,14.79,54.16,0.0,1.18
1987,1,19,18.61,26.69,11.86,60.56,0.0,1.81
1987,1,20,17.48,25.35,11.07,60.71,0.0,1.67
1987,1,21,16.73,24.6,10.1,55.65,0.0,1.91
1987,1,22,16.22,23.58,9.7,59.22,0.0,1.65
1987,1,23,18.42,27.79,11.14,54.08,0.0,1.73
1987,1,24,17.6,26.94,9.97,52.07,0.0,1.71
1987,1,25,17.65,27.17,9.62,47.6,0.0,1.44
1987,1,26,19.05,27.34,12.54,40.75,0.0,1.02
1987,1,27,19.76,28.56,14.15,43.36,0.0,1.01
1987,1,28,19.08,26.35,11.47,42.89,0.0,1.25
1987,1,29,20.31,27.01,14.11,38.4,0.0,0.86
1987,1,30,20.74,28.18,13.81,42.03,0.0,1.24
1987,1,31,21.06,29.34,14.54,49.55,0.0,1.24
1987,2,1,21.43,29.03,14.51,50.18,0.0,1.34
1987,2,2,21.97,29.64,15.51,50.6,0.0,1.41
1987,2,3,19.44,24.28,15.13,76.38,0.0,2.21
1987,2,4,20.73,26.16,17.13,70.82,0.17,2.52
1987,2,5,20.35,27.1,14.28,61.88,4.29,1.41
1987,2,6,19.56,27.4,12.94,58.06,0.32,1.62
1987,2,7,20.36,29.19,13.01,55.22,0.0,1.17
1987,2,8,20.94,29.3,13.92,48.2,0.0,1.2
1987,2,9,20.61,28.46,14.65,44.53,0.0,1.32
1987,2,10,20.79,28.0,14.71,40.6,0.0,1.18
1987,2,11,20.4,28.5,12.44,44.85,0.0,1.14
1987,2,12,20.77,29.06,12.86,42.96,0.0,1.34
1987,2,13,22.01,30.24,13.34,39.67,0.0,1.22
1987,2,14,22.06,30.03,13.8,41.69,0.0,1.33
1987,2,15,22.22,30.64,13.74,42.78,0.0,1.55
1987,2,16,23.09,31.46,15.05,38.98,0.0,1.07
1987,2,17,23.44,31.28,15.35,40.37,0.0,1.1
1987,2,18,24.0,31.84,16.13,43.34,0.0,1.07
1987,2,19,24.08,31.3,17.86,46.62,2.71,1.25
1987,2,20,23.48,32.28,16.82,39.41,0.0,1.55
1987,2,21,24.44,32.0,17.28,29.55,0.0,1.39
1987,2,22,24.97,33.06,17.18,36.95,0.0,1.61
1987,2,23,25.42,33.34,17.72,38.54,0.0,1.51
1987,2,24,26.23,34.29,19.06,34.2,0.0,1.43
1987,2,25,26.16,34.45,18.75,33.91,0.0,1.42
1987,2,26,27.23,35.25,19.34,35.99,0.0,1.75
1987,2,27,25.23,33.09,18.6,44.71,0.0,2.19
1987,2,28,24.17,31.59,17.36,49.29,0.31,1.44
1987,3,1,24.96,31.77,19.39,40.63,0.01,1.44
1987,3,2,24.41,32.65,16.4,36.03,0.0,1.76
1987,3,3,24.7,32.61,16.77,34.92,0.0,1.38
1987,3,4,24.92,32.36,17.24,37.87,0.02,1.05
1987,3,5,24.99,31.46,17.83,40.92,4.94,0.95
1987,3,6,25.69,32.51,18.94,40.47,0.42,0.94
1987,3,7,25.79,33.09,18.16,43.95,0.0,1.74
1987,3,8,26.65,35.16,18.66,49.98,1.04,2.9
1987,3,9,26.61,34.74,19.6,60.95,4.26,2.96
1987,3,10,23.77,29.46,20.25,71.75,17.85,2.19
1987,3,11,23.93,29.02,19.75,65.12,1.51,1.7
1987,3,12,24.38,30.92,19.57,66.21,4.59,2.49
1987,3,13,24.07,30.65,18.19,62.97,2.67,1.79
1987,3,14,25.29,32.3,18.0,44.28,0.42,1.21
1987,3,15,25.14,32.84,17.37,48.8,0.69,1.36
1987,3,16,26.03,34.64,17.14,47.12,0.1,1.67
1987,3,17,28.01,36.63,20.06,60.2,0.06,2.75
1987,3,18,27.83,35.91,21.63,54.7,4.49,2.75
1987,3,19,27.43,36.35,19.9,45.45,0.21,1.62
1987,3,20,27.54,36.31,19.8,56.31,0.07,2.46
1987,3,21,27.24,35.63,20.36,52.91,0.52,2.14
1987,3,22,27.69,36.24,19.58,48.45,0.0,2.06
1987,3,23,28.16,36.68,20.03,50.87,0.0,2.02
1987,3,24,28.33,36.88,20.03,47.54,0.0,1.7
1987,3,25,29.1,37.52,20.81,51.54,0.0,1.25
1987,3,26,29.21,39.05,20.33,49.13,0.0,2.24
1987,3,27,28.7,36.64,22.78,44.48,0.0,2.78
1987,3,28,30.06,38.74,22.63,50.14,0.0,3.07
1987,3,29,30.08,38.17,22.24,49.75,0.0,2.98
1987,3,30,30.17,38.1,22.25,46.14,0.0,2.62
1987,3,31,30.23,38.68,22.59,51.47,0.15,2.77
1987,4,1,30.31,38.69,23.14,52.77,0.49,3.04
1987,4,2,30.31,38.88,23.16,56.52,2.43,3.51
1987,4,3,31.11,41.43,23.91,55.81,0.0,3.8
1987,4,4,31.46,41.47,24.65,54.74,1.38,3.44
1987,4,5,31.69,41.58,24.38,51.48,0.0,3.42
1987,4,6,31.17,40.64,23.33,51.21,0.0,2.43
1987,4,7,30.67,39.21,23.2,53.63,0.03,2.6
1987,4,8,31.24,40.96,22.77,52.2,0.02,4.16
1987,4,9,30.17,37.53,24.55,62.27,0.07,4.66
1987,4,10,30.26,37.77,25.07,62.79,1.0,4.7
1987,4,11,29.56,36.74,24.48,69.81,9.71,3.54
1987,4,12,30.52,38.37,24.39,61.55,4.49,3.77
1987,4,13,30.85,38.44,24.57,59.75,0.7,3.5
1987,4,14,30.72,37.66,24.76,59.0,0.91,3.45
1987,4,15,29.94,37.03,24.54,58.14,2.36,2.59
1987,4,16,28.76,36.01,21.65,59.13,18.37,1.63
1987,4,17,30.8,39.79,21.94,46.28,0.0,1.96
1987,4,18,30.21,39.8,21.49,44.64,6.22,2.36
1987,4,19,29.59,37.3,22.14,51.24,2.65,2.13
1987,4,20,29.87,37.25,23.21,53.24,0.68,1.62
1987,4,21,30.44,37.93,23.27,52.33,1.89,1.82
1987,4,22,30.74,38.65,22.97,47.36,0.0,2.78
1987,4,23,30.12,37.05,23.44,59.27,0.21,3.49
1987,4,24,30.45,37.13,24.44,60.79,3.91,4.43
1987,4,25,29.25,35.5,25.27,69.47,16.09,4.34
1987,4,26,27.19,31.15,24.35,79.42,55.27,2.49
1987,4,27,25.6,29.3,23.03,72.97,1.44,1.17
1987,4,28,26.68,31.29,21.41,61.95,1.12,0.83
1987,4,29,27.17,31.52,22.74,60.25,7.62,1.43
1987,4,30,27.25,32.76,21.91,70.87,4.32,2.96
1987,5,1,26.58,31.27,23.82,82.56,29.77,3.61
1987,5,2,25.59,28.54,22.95,85.95,12.44,2.25
1987,5,3,26.51,31.48,21.34,73.43,3.63,1.11
1987,5,4,26.06,29.74,22.66,75.44,1.37,1.14
1987,5,5,26.88,32.74,21.45,63.36,0.19,1.37
1987,5,6,26.93,32.58,21.2,68.79,7.94,1.81
1987,5,7,28.26,33.66,22.92,69.58,0.11,2.03
1987,5,8,28.74,34.11,23.62,70.78,6.61,2.13
1987,5,9,29.28,34.78,23.67,68.02,1.12,1.81
1987,5,10,30.01,36.07,23.71,65.7,0.07,1.33
1987,5,11,30.38,37.59,23.62,59.34,4.15,1.68
1987,5,12,30.17,36.78,23.71,62.88,2.6,1.53
1987,5,13,31.26,37.87,23.81,49.72,0.0,0.81
1987,5,14,31.25,38.69,23.75,52.97,0.0,1.77
1987,5,15,31.7,38.72,25.12,59.17,0.0,3.04
1987,5,16,31.84,39.6,24.92,58.23,0.0,2.9
1987,5,17,32.04,39.37,25.59,61.48,1.56,3.03
1987,5,18,32.2,39.78,25.74,60.6,1.16,3.52
1987,5,19,31.48,38.15,26.28,65.96,0.9,4.13
1987,5,20,31.84,38.99,26.06,64.1,0.86,3.86
1987,5,21,30.8,36.79,26.32,69.58,4.88,3.93
1987,5,22,30.69,36.63,26.26,70.46,3.15,3.58
1987,5,23,30.5,36.04,26.41,69.66,0.01,3.56
1987,5,24,30.45,35.26,26.49,69.19,1.2,3.93
1987,5,25,30.82,37.17,25.88,70.34,10.63,3.49
1987,5,26,31.8,38.9,25.97,65.28,3.08,3.45
1987,5,27,32.36,39.03,26.41,59.1,0.02,2.45
1987,5,28,31.89,36.99,27.17,59.62,0.0,2.3
1987,5,29,32.92,39.78,27.13,56.67,0.01,3.01
1987,5,30,33.27,40.08,26.65,56.03,0.0,2.0
1987,5,31,33.04,39.26,27.35,56.98,0.02,2.57
1987,6,1,32.15,37.62,27.0,61.44,0.21,2.44
1987,6,2,31.46,35.7,27.64,63.59,0.06,2.23
1987,6,3,29.76,33.05,26.99,72.13,4.0,2.31
1987,6,4,28.04,30.73,26.46,83.68,7.55,3.13
1987,6,5,29.48,35.12,25.59,79.53,42.56,3.05
1987,6,6,30.01,34.07,27.09,82.48,25.21,3.69
1987,6,7,29.45,32.93,26.76,82.12,10.1,3.23
1987,6,8,29.02,32.58,25.87,81.83,1.65,1.98
1987,6,9,29.13,32.74,25.91,79.82,2.82,1.9
1987,6,10,29.3,33.05,26.01,78.06,7.52,2.5
1987,6,11,28.76,31.61,26.33,83.76,14.47,2.16
1987,6,12,30.56,35.52,26.76,77.33,0.75,3.43
1987,6,13,31.02,36.49,27.03,77.62,2.83,3.73
1987,6,14,30.94,35.72,27.04,76.19,4.14,3.13
1987,6,15,30.75,35.54,26.99,75.29,1.73,2.13
1987,6,16,32.03,37.6,26.63,68.49,0.72,1.53
1987,6,17,31.17,34.99,27.11,69.32,0.0,1.64
1987,6,18,31.32,35.06,27.59,68.86,0.34,1.78
1987,6,19,30.24,34.47,26.81,75.48,5.99,3.57
1987,6,20,30.29,35.02,25.96,75.73,18.12,2.32
1987,6,21,28.96,32.33,26.62,83.08,11.03,3.75
1987,6,22,29.45,34.46,25.93,74.01,1.89,3.67
1987,6,23,29.65,34.74,25.83,77.58,11.76,3.69
1987,6,24,29.11,33.07,26.32,82.78,16.53,3.74
1987,6,25,29.94,34.69,25.89,79.41,4.44,3.89
1987,6,26,29.93,34.8,26.12,76.77,1.33,4.06
1987,6,27,30.83,35.85,26.66,75.98,3.2,3.31
1987,6,28,30.93,36.46,26.18,72.86,0.0,3.13
1987,6,29,30.64,35.41,26.61,75.38,0.44,3.79
1987,6,30,30.64,35.51,26.96,75.3,0.98,4.26
1987,7,1,30.96,36.65,26.7,74.4,1.69,4.47
1987,7,2,30.28,34.44,27.08,76.86,4.93,3.98
1987,7,3,29.71,33.68,26.07,77.87,23.79,2.34
1987,7,4,30.02,34.66,26.28,78.47,6.97,2.57
1987,7,5,29.64,33.65,27.07,80.78,4.55,3.55
